Pais;Marca;Modelo;Precio;Kilometros;Automatico/Manual;Fabricacion;Combustible;Potencia
F;nissan;qashqai;27540.0;9620;Automatico;mar-24;Electro/Gasolina;117 kW (159 CV)
B;peugeot;308;9400.0;103000;Manual;sep-20;Gasolina;81 kW (110 CV)
NL;bmw;318;28495.0;54995;Automatico;jun-20;Gasolina;115 kW (156 CV)
D;ford;granada;5450.0;73008;Manual;mar-76;Gasolina;66 kW (90 CV)
I;mercedes-benz;e 220;25900.0;;Automatico;nov-17;Diesel;143 kW (194 CV)
D;mg;zs;21497.0;4;Automatico;ago-24;Gasolina;82 kW (111 CV)
I;bmw;x5;;197000;Semiautomatico;nov-09;Diesel;210 kW (286 CV)
D;porsche;boxster;47490.0;63740;Automatico;mar-13;Gasolina;215 kW (292 CV)
B;dodge;ram;32900.0;257000;Automatico;may-18;Gas licuado (GLP);294 kW (400 CV)
D;opel;insignia;6990.0;129739;Manual;oct-15;Diesel;100 kW (136 CV)
D;dacia;duster;20890.0;45800;Manual;oct-22;Diesel;85 kW (116 CV)
I;mercedes-benz;a 180;20990.0;54000;Semiautomatico;oct-18;Diesel;85 kW (116 CV)
E;land rover;discovery sport;27500.0;60000;Automatico;mar-20;Electrico;110 kW (150 CV)
A;ford;focus;2050.0;119780;Manual;jun-07;Diesel;80 kW (109 CV)
A;volkswagen;golf variant;19490.0;81597;Automatico;abr-21;Diesel;110 kW (150 CV)
D;bmw;z4;44990.0;5;Automatico;0;Gasolina;145 kW (197 CV)
D;bmw;520;17950.0;;Automatico;mar-18;Diesel;140 kW (190 CV)
D;bmw;z4;9790.0;;Manual;jul-04;Gasolina;125 kW (170 CV)
D;porsche;992;199900.0;57900;Automatico;jul-23;Gasolina;478 kW (650 CV)
I;bmw;120;17800.0;99898;Automatico;may-15;Diesel;140 kW (190 CV)
E;nissan;x-trail;32500.0;3500;Automatico;dic-23;Electro/Gasolina;150 kW (204 CV)
I;smart;fortwo;5200.0;187000;Semiautomatico;jul-10;Gasolina;52 kW (71 CV)
D;toyota;rav 4;13990.0;64000;Automatico;ago-05;Gasolina;110 kW (150 CV)
D;citroen;c3 picasso;2800.0;174800;Manual;ago-09;Gasolina;88 kW (120 CV)
E;ssangyong;korando;9990.0;180000;Manual;jun-11;Diesel;129 kW (175 CV)
D;porsche;panamera;167740.0;15;Automatico;0;Gasolina;346 kW (470 CV)
D;jeep;grand cherokee;18500.0;155000;Automatico;ene-13;Diesel;177 kW (241 CV)
I;iveco;daily;12000.0;3000;Manual;mar-96;Diesel;66 kW (90 CV)
D;ford;c-max;1999.0;198800;Manual;dic-07;Gasolina;107 kW (145 CV)
E;seat;arona;15490.0;;Manual;feb-20;Gasolina;85 kW (116 CV)
I;skoda;scala;30900.0;1;Semiautomatico;jun-24;Gasolina;85 kW (116 CV)
L;audi;cabriolet;10000.0;185000;Manual;mar-12;Gasolina;118 kW (160 CV)
I;toyota;rav 4;24000.0;54000;Automatico;sep-16;Electro/Gasolina;114 kW (155 CV)
D;skoda;fabia;6499.0;89396;Manual;sep-13;Gasolina;44 kW (60 CV)
I;fiat;panda;5900.0;55000;Manual;may-07;Gasolina;44 kW (60 CV)
B;ford;puma;26953.0;15;Manual;ene-24;Electro/Gasolina;92 kW (125 CV)
B;volkswagen;beetle;;185000;Manual;dic-13;Gasolina;77 kW (105 CV)
I;mercedes-benz;cls 250;18500.0;152000;Semiautomatico;oct-15;Diesel;150 kW (204 CV)
I;toyota;c-hr;19400.0;43000;Automatico;jun-21;Electro/Gasolina;90 kW (122 CV)
D;opel;combo;2950.0;163904;Manual;may-15;Diesel;66 kW (90 CV)
D;land rover;range rover sport;149830.0;10;Automatico;0;Gasolina;390 kW (530 CV)
D;audi;q7;;172000;Automatico;mar-06;Diesel;171 kW (232 CV)
I;jaguar;s-type;8000.0;140000;Automatico;oct-06;Diesel;152 kW (207 CV)
I;mercedes-benz;slk 280;14300.0;;Automatico;jun-06;Gasolina;170 kW (231 CV)
NL;volvo;xc60;28495.0;75789;Automatico;mar-17;Gasolina;180 kW (245 CV)
E;jeep;grand cherokee;7500.0;150815;Automatico;dic-02;Diesel;119 kW (162 CV)
E;citroen;c4 x;28000.0;10;Automatico;feb-23;Electro/Gasolina;50 kW (68 CV)
D;bmw;520;11850.0;error;Automatico;dic-13;Diesel;135 kW (184 CV)
F;land rover;range rover sport;56000.0;68400;Automatico;dic-19;Otros;224 kW (305 CV)
A;audi;a3;23490.0;error;Manual;feb-22;Gasolina;81 kW (110 CV)
I;fiat;tipo;15500.0;;Manual;ene-23;Gasolina;74 kW (101 CV)
D;volkswagen;touran;5499.0;149608;Automatico;ene-07;Diesel;125 kW (170 CV)
E;land rover;range rover sport;258900.0;100;Automatico;ago-24;Gasolina;467 kW (635 CV)
NL;renault;clio;11950.0;135524;Automatico;may-13;Gasolina;147 kW (200 CV)
NL;nissan;juke;18900.0;63220;Manual;mar-20;Gasolina;86 kW (117 CV)
NL;renault;captur;9650.0;173595;Automatico;jul-13;Gasolina;88 kW (120 CV)
D;audi;q3;43690.0;25253;Automatico;abr-24;Gasolina;140 kW (190 CV)
D;seat;arona;19490.0;33300;Automatico;mar-22;Gasolina;81 kW (110 CV)
D;bmw;745;3500.0;185000;Automatico;sep-04;Gasolina;245 kW (333 CV)
E;citroen;ami;5500.0;20000;Manual;jun-70;Gasolina;40 kW (54 CV)
F;audi;a5;9990.0;;Automatico;sep-13;Diesel;111 kW (151 CV)
NL;opel;astra;7990.0;160193;Manual;mar-15;Gasolina;104 kW (141 CV)
I;ford;transit;28900.0;10;Manual;oct-23;Diesel;96 kW (131 CV)
I;volkswagen;polo;6500.0;error;Manual;sep-11;Diesel;55 kW (75 CV)
I;porsche;911;89900.0;49900;Automatico;jul-17;Gasolina;309 kW (420 CV)
I;porsche;992;129000.0;37800;Automatico;jun-19;Gasolina;331 kW (450 CV)
D;mercedes-benz;a 140;1250.0;94707;Automatico;nov-00;Gasolina;60 kW (82 CV)
I;mercedes-benz;glc 300;46900.0;37970;Automatico;sep-19;Diesel;180 kW (245 CV)
D;bmw;320;5490.0;177500;Automatico;feb-08;Gasolina;125 kW (170 CV)
I;mini;cooper d countryman;10200.0;165000;Manual;jul-15;Diesel;82 kW (111 CV)
E;toyota;auris;;47165;Automatico;sep-17;Electro/Gasolina;100 kW (136 CV)
I;bmw;120;8000.0;220000;Manual;sep-13;Diesel;135 kW (184 CV)
B;audi;a3;15500.0;125547;Manual;abr-15;Diesel;110 kW (150 CV)
NL;opel;meriva;6450.0;132739;Manual;may-11;Gasolina;88 kW (120 CV)
I;toyota;yaris;2900.0;203538;Manual;mar-05;Gasolina;64 kW (87 CV)
I;hyundai;i10;7000.0;136000;Manual;jun-15;Gas licuado (GLP);49 kW (67 CV)
F;bmw;x1;23990.0;80948;Automatico;sep-18;Gasolina;141 kW (192 CV)
B;ford;b-max;6475.0;105395;Manual;jun-14;Gasolina;74 kW (101 CV)
E;bmw;325;8999.0;235000;Manual;nov-04;Gasolina;141 kW (192 CV)
I;volkswagen;tiguan;20990.0;41000;Automatico;feb-18;Gasolina;110 kW (150 CV)
NL;citroen;ds;30000.0;54000;0 Transmision;jun-72;Gasolina;85 kW (116 CV)
NL;suzuki;swift;23795.0;1;Manual;ene-24;Gasolina;61 kW (83 CV)
A;skoda;fabia;7490.0;97000;Manual;abr-14;Gasolina;63 kW (86 CV)
D;cupra;born;31888.0;8043;Automatico;sep-23;Electrico;170 kW (231 CV)
B;land rover;range rover sport;25950.0;154276;Automatico;jun-17;Diesel;225 kW (306 CV)
B;peugeot;2008;16500.0;49662;Manual;abr-21;Gasolina;74 kW (101 CV)
A;hyundai;santa fe;47608.0;10;Automatico;oct-23;Electro/Gasolina;132 kW (179 CV)
B;ssangyong;rodius;7000.0;195600;Automatico;ene-09;Diesel;120 kW (163 CV)
I;suzuki;swift;21000.0;20;Manual;ago-24;Electro/Gasolina;61 kW (83 CV)
D;abarth;595;13990.0;98223;Manual;abr-18;Gasolina;107 kW (145 CV)
L;porsche;panamera;;67900;Automatico;nov-17;Diesel;310 kW (421 CV)
I;corvette;c8;109000.0;4700;Automatico;jun-22;Gasolina;354 kW (481 CV)
D;mercedes-benz;gla 200;;12500;Automatico;may-24;Diesel;110 kW (150 CV)
NL;fiat;scudo;34485.0;17737;Manual;jun-23;Diesel;106 kW (144 CV)
NL;porsche;992;319900.0;5589;Automatico;ene-24;Gasolina;375 kW (510 CV)
I;opel;mokka;7700.0;159000;Automatico;dic-16;Diesel;100 kW (136 CV)
D;seat;leon;999.0;247000;Manual;jul-07;Gasolina;63 kW (86 CV)
I;lancia;ypsilon;6500.0;166000;Manual;may-15;Gas licuado (GLP);51 kW (69 CV)
E;porsche;panamera;64900.0;160000;Automatico;oct-18;Electro/Gasolina;340 kW (462 CV)
D;nissan;qashqai;15500.0;99915;Manual;oct-18;Diesel;85 kW (116 CV)
NL;hyundai;kona;23440.0;72075;Automatico;feb-20;Electro/Gasolina;77 kW (105 CV)
B;renault;captur;24990.0;7500;Automatico;abr-23;Electro/Gasolina;69 kW (94 CV)
F;opel;corsa;19990.0;13562;Manual;may-23;Gasolina;74 kW (101 CV)
A;hyundai;i20;18990.0;9197;Manual;mar-24;Gasolina;62 kW (84 CV)
D;porsche;macan;69480.0;21640;Automatico;jul-23;Gasolina;195 kW (265 CV)
I;fiat;punto;5800.0;152000;Manual;sep-12;Gasolina;99 kW (135 CV)
NL;volkswagen;golf;29950.0;72625;Automatico;oct-20;Gasolina;110 kW (150 CV)
E;skoda;octavia;13264.0;86854;Manual;ago-18;Gasolina;110 kW (150 CV)
B;land rover;range rover;195000.0;error;Automatico;may-24;Electro/Gasolina;338 kW (460 CV)
I;volkswagen;tiguan;10999.0;199000;Automatico;ene-15;Diesel;103 kW (140 CV)
D;renault;modus;3000.0;184444;Manual;abr-06;Diesel;63 kW (86 CV)
D;dodge;durango;44900.0;26192;Automatico;jun-21;Gas licuado (GLP);268 kW (364 CV)
D;renault;clio;4990.0;141161;Manual;may-12;Gasolina;55 kW (75 CV)
NL;mercedes-benz;ml 63 amg;29950.0;;Automatico;feb-07;Gasolina;375 kW (510 CV)
A;seat;toledo;7900.0;122000;Manual;feb-14;Gasolina;63 kW (86 CV)
I;bmw;320;43900.0;8060;Automatico;jul-24;Electro/Diesel;140 kW (190 CV)
NL;ford;focus c-max;2250.0;260717;0 Transmision;mar-06;Gasolina;92 kW (125 CV)
B;alpina;d3;87490.0;11667;Automatico;nov-24;Diesel;261 kW (355 CV)
I;citroen;c1;7000.0;24000;Manual;ene-10;Gasolina;50 kW (68 CV)
I;mini;cooper d;13000.0;87000;Manual;nov-15;Diesel;85 kW (116 CV)
NL;opel;astra;5850.0;160641;Manual;may-10;Gasolina;85 kW (116 CV)
D;mazda;mx-5;;103600;Manual;abr-06;Gasolina;93 kW (126 CV)
D;toyota;verso;6900.0;136066;Manual;ago-09;Gasolina;97 kW (132 CV)
NL;peugeot;207;1450.0;215821;Manual;ago-08;Gasolina;70 kW (95 CV)
D;fiat;ducato;1999.0;177592;Manual;sep-12;Diesel;85 kW (116 CV)
I;bmw;m3;45000.0;140000;Manual;jun-02;Gasolina;252 kW (343 CV)
I;citroen;nemo;3990.0;139000;Manual;jun-14;Gasolina;54 kW (73 CV)
I;alfa romeo;stelvio;33500.0;84000;Automatico;ene-21;Diesel;154 kW (209 CV)
I;land rover;range rover evoque;28000.0;105000;Automatico;abr-21;Diesel;120 kW (163 CV)
B;renault;scenic;1900.0;213913;Manual;sep-03;Gasolina;83 kW (113 CV)
D;mercedes-benz;cla 250;32670.0;7200;Automatico;sep-22;Electro/Gasolina;118 kW (160 CV)
B;peugeot;308;6950.0;104764;Manual;mar-15;Diesel;85 kW (116 CV)
I;opel;astra;29900.0;10;Automatico;jul-23;Electro/Gasolina;110 kW (150 CV)
F;opel;corsa-e;14499.0;;Manual;sep-22;Gasolina;56 kW (76 CV)
E;volvo;xc60;32900.0;69500;Automatico;may-21;Diesel;145 kW (197 CV)
NL;citroen;c3 aircross;18900.0;82173;Automatico;jun-22;Gasolina;96 kW (131 CV)
A;seat;tarraco;41000.0;24000;Automatico;abr-23;Gasolina;110 kW (150 CV)
I;renault;clio;10800.0;118229;Manual;jul-14;Diesel;66 kW (90 CV)
NL;peugeot;208;8950.0;;Manual;abr-17;Gasolina;60 kW (82 CV)
E;porsche;boxster;87990.0;39921;Manual;ago-20;Gasolina;294 kW (400 CV)
NL;porsche;macan;39950.0;114514;Automatico;mar-18;Gasolina;185 kW (252 CV)
E;porsche;panamera;119990.0;54900;Automatico;abr-21;Gasolina;353 kW (480 CV)
D;nissan;micra;4100.0;127000;Manual;nov-12;Gasolina;59 kW (80 CV)
I;jaguar;xf;8500.0;255000;Automatico;feb-08;Diesel;152 kW (207 CV)
NL;kia;picanto;12950.0;24873;Manual;sep-22;Gasolina;49 kW (67 CV)
D;jeep;compass;19290.0;56527;Automatico;mar-19;Gasolina;125 kW (170 CV)
E;ford;puma;19900.0;63843;Manual;abr-21;Gasolina;92 kW (125 CV)
E;suzuki;vitara;28719.0;0;Manual;0;Gasolina;95 kW (129 CV)
F;citroen;c3;14999.0;22711;Manual;sep-22;Gasolina;0 kW (0 CV)
A;mazda;2;19199.0;2;Manual;dic-24;Gasolina;66 kW (90 CV)
NL;fiat;bravo;6450.0;;Manual;jul-08;Gasolina;110 kW (150 CV)
I;renault;scenic;5500.0;140000;Manual;dic-11;Diesel;81 kW (110 CV)
D;fiat;500c;14900.0;16500;Manual;dic-21;Gasolina;51 kW (69 CV)
B;mini;cooper d;22350.0;104941;Manual;mar-19;Diesel;110 kW (150 CV)
NL;bmw;218;16490.0;59537;Automatico;abr-16;Gasolina;100 kW (136 CV)
I;renault;clio;11000.0;63600;Manual;oct-19;Gasolina;74 kW (101 CV)
I;nissan;navara;23900.0;151244;Manual;oct-20;Diesel;120 kW (163 CV)
D;land rover;range rover sport;57999.0;92000;Automatico;nov-19;Diesel;225 kW (306 CV)
D;peugeot;408;25995.0;54;Automatico;mar-24;Gasolina;96 kW (131 CV)
A;mini;cooper s;22800.0;99900;Automatico;ene-20;Gasolina;141 kW (192 CV)
F;peugeot;308;8990.0;128804;Manual;ene-14;Gasolina;92 kW (125 CV)
NL;lynk & co;1;29399.0;25006;Automatico;feb-23;Electro/Gasolina;192 kW (261 CV)
NL;ligier;js 60;17995.0;10724;Automatico;ene-23;Diesel;0 kW (0 CV)
D;toyota;rav 4;6900.0;140000;Manual;nov-06;Diesel;130 kW (177 CV)
E;audi;q5;14500.0;239000;Manual;feb-12;Diesel;130 kW (177 CV)
A;peugeot;308;6500.0;;Manual;oct-15;Diesel;73 kW (99 CV)
A;seat;ateca;23223.0;10;Manual;oct-24;Gasolina;85 kW (116 CV)
D;mercedes-benz;e 320;4799.0;269700;Automatico;jun-02;Gasolina;165 kW (224 CV)
A;renault;grand scenic;5500.0;error;Manual;oct-12;Diesel;81 kW (110 CV)
B;citroen;berlingo;6950.0;182000;Manual;sep-12;Diesel;55 kW (75 CV)
D;chrysler;300c;8999.0;183650;Automatico;abr-08;Diesel;160 kW (218 CV)
D;mercedes-benz;s 280;9850.0;198000;0 Transmision;oct-73;Gasolina;136 kW (185 CV)
D;peugeot;207;3490.0;129060;Manual;ago-08;Gasolina;70 kW (95 CV)
E;land rover;range rover;14000.0;176000;Manual;abr-88;Diesel;83 kW (113 CV)
I;evo;;31900.0;1;Automatico;mar-24;Gasolina;128 kW (174 CV)
E;skoda;fabia;17490.0;23417;Manual;feb-24;Gasolina;70 kW (95 CV)
NL;volkswagen;new beetle;3750.0;200000;Manual;abr-03;Gasolina;85 kW (116 CV)
I;innocenti;mini;40000.0;;Manual;ene-67;Gasolina;8 kW (11 CV)
NL;bentley;bentayga;319950.0;4950;Automatico;mar-24;Gasolina;405 kW (551 CV)
I;land rover;discovery sport;34900.0;;Automatico;may-20;Electro/Diesel;132 kW (179 CV)
NL;ford;fiesta;19950.0;11400;Manual;sep-23;Electro/Gasolina;92 kW (125 CV)
I;ford;focus;3800.0;218000;Manual;sep-10;Diesel;80 kW (109 CV)
NL;kia;sportage;;16;Automatico;jun-24;Electro/Gasolina;180 kW (245 CV)
A;smart;forfour;11000.0;10229;Automatico;sep-18;Gasolina;52 kW (71 CV)
NL;nissan;x-trail;;84375;Automatico;abr-21;Gasolina;116 kW (158 CV)
A;bmw;218;24880.0;69950;Automatico;oct-22;Diesel;110 kW (150 CV)
E;opel;insignia;16900.0;87600;Manual;jun-17;Gasolina;122 kW (166 CV)
F;bmw;x1;19799.0;81920;Manual;nov-20;Diesel;87 kW (118 CV)
I;alfa romeo;stelvio;37850.0;37500;Automatico;feb-22;Diesel;154 kW (209 CV)
NL;suzuki;swift;4950.0;174182;Automatico;mar-07;Gasolina;68 kW (92 CV)
NL;kia;rio;10950.0;89656;Manual;jun-16;Gasolina;63 kW (86 CV)
B;volkswagen;golf;18990.0;75094;Manual;dic-20;Diesel;85 kW (116 CV)
I;land rover;range rover sport;41900.0;100271;Automatico;dic-19;Electro/Gasolina;294 kW (400 CV)
I;smart;fortwo;14900.0;29031;Automatico;jun-21;Electrico;41 kW (56 CV)
I;lexus;nx 300h;28000.0;62454;Automatico;feb-19;Electro/Gasolina;114 kW (155 CV)
L;mercedes-benz;cla 180;39990.0;;Automatico;dic-23;Diesel;85 kW (116 CV)
D;peugeot;5008;31990.0;45;Automatico;ene-24;Gasolina;96 kW (131 CV)
NL;opel;crossland x;15445.0;91881;Automatico;nov-18;Gasolina;81 kW (110 CV)
NL;renault;express;23565.0;15;Manual;jul-24;Diesel;55 kW (75 CV)
I;opel;grandland x;35400.0;10;Automatico;nov-24;Diesel;96 kW (131 CV)
I;dacia;duster;7800.0;148000;Manual;jun-14;Diesel;80 kW (109 CV)
D;peugeot;508;3299.0;215100;Manual;jul-11;Gasolina;115 kW (156 CV)
A;mercedes-benz;180;10900.0;90000;0 Transmision;oct-57;Gasolina;48 kW (65 CV)
D;porsche;taycan;100980.0;1750;Automatico;jun-24;Electrico;440 kW (598 CV)
D;dfsk;fengon 500;19490.0;12;Automatico;ago-24;Gasolina;78 kW (106 CV)
B;ford;kuga;32950.0;29641;Automatico;dic-22;Electro/Gasolina;165 kW (224 CV)
B;opel;astra;9900.0;135000;Manual;oct-17;Diesel;81 kW (110 CV)
D;ford;tourneo connect;35600.0;5;Automatico;0;Diesel;90 kW (122 CV)
NL;land rover;range rover velar;113900.0;0;Automatico;ene-24;Electro/Gasolina;297 kW (404 CV)
D;jaguar;xk8;32000.0;37400;Automatico;abr-08;Gasolina;219 kW (298 CV)
D;suzuki;;;145400;Automatico;dic-19;Gasolina;103 kW (140 CV)
NL;audi;q7;;12824;Automatico;feb-24;Electro/Gasolina;280 kW (381 CV)
I;jaguar;e-pace;;29000;Semiautomatico;jun-19;Diesel;132 kW (179 CV)
NL;seat;leon;;173133;Automatico;ene-15;Gasolina;196 kW (266 CV)
A;volkswagen;crafter;18500.0;241000;Manual;jun-13;Diesel;80 kW (109 CV)
I;lexus;nx 300h;28500.0;error;Automatico;nov-18;Electro/Gasolina;114 kW (155 CV)
E;alfa romeo;tonale;40500.0;37;Automatico;sep-23;Electrico;118 kW (160 CV)
F;mercedes-benz;s 63 amg;79900.0;90000;Automatico;nov-14;Gasolina;430 kW (585 CV)
D;bmw;325;4900.0;error;Manual;may-02;Gasolina;141 kW (192 CV)
I;audi;a3;8700.0;136000;Manual;nov-11;Diesel;77 kW (105 CV)
A;mercedes-benz;vito;21500.0;96000;Manual;nov-20;Diesel;100 kW (136 CV)
E;mercedes-benz;s 63 amg;208900.0;100;Automatico;mar-24;Electro/Gasolina;590 kW (802 CV)
D;fiat;panda;3400.0;41000;Manual;ene-95;Gasolina;29 kW (39 CV)
I;fiat;coupe;22000.0;17500;0 Transmision;mar-63;Gasolina;51 kW (69 CV)
B;porsche;taycan;50990.0;105000;Automatico;jun-20;Electrico;360 kW (489 CV)
NL;toyota;yaris;17845.0;31139;Manual;nov-20;Gasolina;92 kW (125 CV)
E;volkswagen;tiguan;46965.0;0;Automatico;0;Diesel;110 kW (150 CV)
NL;porsche;boxster;32450.0;;Manual;ene-06;Gasolina;207 kW (281 CV)
D;mini;one;;29973;Manual;nov-19;Gasolina;75 kW (102 CV)
NL;audi;a5;11500.0;166750;Manual;mar-13;Gasolina;125 kW (170 CV)
F;mercedes-benz;cla 220;35000.0;56000;Automatico;sep-19;Gasolina;135 kW (184 CV)
E;renault;captur;;51902;Automatico;abr-21;Electro/Gasolina;103 kW (140 CV)
B;fiat;tipo;21500.0;15;Automatico;may-24;Electro/Gasolina;96 kW (131 CV)
D;mini;cooper d cabrio;13400.0;80270;Manual;sep-18;Diesel;85 kW (116 CV)
D;opel;astra;9490.0;78419;Automatico;ene-18;Diesel;100 kW (136 CV)
A;volkswagen;golf cabriolet;1000.0;230000;Manual;sep-01;Diesel;66 kW (90 CV)
D;kia;sportage;;40199;Automatico;abr-22;Gasolina;132 kW (179 CV)
D;bmw;750;42990.0;32350;Automatico;jul-19;Gasolina;330 kW (449 CV)
D;mg;hs;33698.0;0;Automatico;0;Electro/Gasolina;200 kW (272 CV)
NL;mercedes-benz;a 150;1999.0;209000;Manual;nov-04;Gasolina;70 kW (95 CV)
D;citroen;spacetourer;;149986;Automatico;dic-18;Diesel;132 kW (179 CV)
B;mini;cooper countryman;21990.0;49850;Automatico;ene-19;Gasolina;100 kW (136 CV)
B;mercedes-benz;vito;3999.0;430000;Automatico;ago-06;Diesel;110 kW (150 CV)
D;bmw;520;42950.0;22350;Automatico;abr-24;Gasolina;140 kW (190 CV)
D;kia;picanto;7490.0;60300;Manual;ene-17;Gasolina;49 kW (67 CV)
B;opel;corsa;10500.0;77752;Manual;ago-19;Gasolina;110 kW (150 CV)
I;volvo;xc60;6950.0;199000;Automatico;jul-11;Diesel;120 kW (163 CV)
D;porsche;992;125900.0;50500;Automatico;jul-19;Gasolina;331 kW (450 CV)
E;honda;cr-v;3450.0;;Manual;ago-02;Gasolina;110 kW (150 CV)
I;mg;3;22941.0;0;Manual;0;Otros;0 kW (0 CV)
B;mercedes-benz;a 35 amg;45999.0;7945;Automatico;ago-22;Gasolina;225 kW (306 CV)
A;volvo;v60;28590.0;42646;Automatico;ago-20;Diesel;110 kW (150 CV)
NL;jaguar;xf;5999.0;299052;Automatico;ene-10;Diesel;202 kW (275 CV)
I;nissan;townstar;20000.0;10;Manual;sep-23;Gasolina;96 kW (131 CV)
B;ford;focus;27780.0;0;Automatico;0;Gasolina;92 kW (125 CV)
NL;kia;sportage;12450.0;128465;Manual;abr-14;Gasolina;99 kW (135 CV)
E;dacia;sandero;7950.0;;Manual;nov-16;Diesel;66 kW (90 CV)
NL;mini;cooper;24945.0;15585;Automatico;dic-20;Gasolina;100 kW (136 CV)
A;dacia;duster;;131000;Manual;dic-10;Diesel;81 kW (110 CV)
D;peugeot;e-2008;19555.0;30983;Automatico;ago-22;Electrico;100 kW (136 CV)
NL;iveco;daily;18876.0;470581;Automatico;feb-16;Diesel;125 kW (170 CV)
NL;mercedes-benz;slk 200;19980.0;123756;Automatico;jun-11;Gasolina;135 kW (184 CV)
F;renault;captur;27890.0;10;Automatico;oct-24;Gasolina;0 kW (0 CV)
D;citroen;berlingo;1499.0;211000;Manual;oct-07;Gasolina;80 kW (109 CV)
D;renault;trafic;42350.0;99;Automatico;abr-24;Diesel;110 kW (150 CV)
A;toyota;yaris;;10;Automatico;0;Electro/Gasolina;68 kW (92 CV)
NL;volvo;ex40;56660.0;2;Automatico;dic-24;Electrico;185 kW (252 CV)
D;ford;focus;1190.0;159009;Manual;oct-05;Gasolina;59 kW (80 CV)
NL;renault;clio;6950.0;164443;Manual;feb-15;Gasolina;66 kW (90 CV)
B;mini;cooper s cabrio;34900.0;15300;Automatico;jul-23;Gasolina;131 kW (178 CV)
D;kia;xceed;21490.0;45029;Automatico;nov-20;Electro/Gasolina;77 kW (105 CV)
D;peugeot;3008;22990.0;13900;Manual;jun-23;Gasolina;96 kW (131 CV)
I;alfa romeo;giulia;28500.0;103000;Automatico;jul-18;Diesel;155 kW (211 CV)
D;skoda;octavia;13499.0;129303;Automatico;dic-17;Gasolina;110 kW (150 CV)
A;chevrolet;camaro;42900.0;65000;Automatico;oct-18;Gasolina;202 kW (275 CV)
D;porsche;taycan;78700.0;11260;Automatico;jun-23;Electrico;420 kW (571 CV)
B;opel;astra;3000.0;229855;Manual;ene-12;Gasolina;88 kW (120 CV)
NL;alfa romeo;159;4000.0;235000;Manual;mar-07;Gasolina;136 kW (185 CV)
E;nissan;qashqai;29700.0;9505;Automatico;dic-23;Electro/Gasolina;140 kW (190 CV)
NL;suzuki;ignis;23245.0;3265;Manual;feb-24;Gasolina;61 kW (83 CV)
A;opel;astra;12990.0;75000;Manual;jul-18;Diesel;81 kW (110 CV)
I;ford;focus;15400.0;34147;Manual;ago-20;Gasolina;92 kW (125 CV)
I;toyota;yaris;17300.0;39506;Automatico;nov-20;Electro/Gasolina;68 kW (92 CV)
E;ferrari;612;99900.0;54000;Automatico;feb-04;Gasolina;397 kW (540 CV)
I;mercedes-benz;b 180;8000.0;195000;Semiautomatico;dic-13;Diesel;80 kW (109 CV)
I;volvo;v60;20500.0;90000;Semiautomatico;jul-19;Diesel;110 kW (150 CV)
A;suzuki;ignis;21200.0;1500;Manual;mar-24;Gasolina;61 kW (83 CV)
I;ford;galaxy;6500.0;224000;Manual;ene-06;Diesel;96 kW (131 CV)
I;bmw;120;46900.0;0;Automatico;0;Electro/Diesel;120 kW (163 CV)
F;mercedes-benz;c 220;;267000;Automatico;dic-04;Diesel;110 kW (150 CV)
NL;toyota;aygo;12940.0;19918;Manual;may-21;Gasolina;53 kW (72 CV)
A;bmw;118;6000.0;204000;Manual;jun-08;Gasolina;105 kW (143 CV)
I;lancia;ypsilon;7900.0;75400;Manual;may-16;Gasolina;51 kW (69 CV)
D;toyota;proace;38990.0;86750;Automatico;nov-20;Diesel;130 kW (177 CV)
D;honda;hr-v;31990.0;;Automatico;ago-24;Electro/Gasolina;79 kW (107 CV)
B;mercedes-benz;c 220;15990.0;139000;Manual;may-12;Diesel;120 kW (163 CV)
B;volkswagen;golf variant;1700.0;357418;Manual;dic-07;Diesel;77 kW (105 CV)
NL;skoda;octavia;17845.0;132413;Automatico;feb-21;Electro/Gasolina;110 kW (150 CV)
I;alfa romeo;tonale;28500.0;42000;Automatico;jul-22;Electro/Gasolina;96 kW (131 CV)
D;dacia;duster;18490.0;14635;Manual;abr-24;Gasolina;96 kW (131 CV)
B;smart;fortwo;12995.0;89230;Automatico;feb-18;Gasolina;52 kW (71 CV)
A;peugeot;3008;36317.0;10;Automatico;oct-24;Gasolina;100 kW (136 CV)
E;lynk & co;1;26500.0;50349;Automatico;dic-21;Electro/Gasolina;192 kW (261 CV)
NL;seres;3;22494.0;39900;Automatico;dic-20;Electrico;120 kW (163 CV)
I;lancia;ypsilon;1700.0;110000;Manual;feb-03;Gasolina;44 kW (60 CV)
A;audi;a4 allroad;16900.0;225000;Automatico;ago-15;Diesel;180 kW (245 CV)
I;alfa romeo;giulietta;;125000;Manual;ago-12;Gasolina;173 kW (235 CV)
A;land rover;freelander;13990.0;169000;Automatico;jun-11;Diesel;140 kW (190 CV)
E;lynk & co;1;20000.0;58000;Automatico;mar-22;Electro/Gasolina;132 kW (179 CV)
NL;hyundai;tucson;;174421;Manual;may-07;Gasolina;104 kW (141 CV)
A;skoda;karoq;39950.0;15000;Automatico;jun-23;Diesel;110 kW (150 CV)
I;ds automobiles;ds 7 crossback;27900.0;98200;Automatico;dic-20;Diesel;96 kW (131 CV)
I;volkswagen;passat variant;2900.0;260000;Manual;ago-06;Diesel;103 kW (140 CV)
